"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","Census Region","Census Region Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2007","2007",11,1234005,Unreliable,0.4,1.6,0.3
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2008","2008",Suppressed,1263741,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2009","2009",Suppressed,1295183,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2010","2010",13,1320640,Unreliable,0.5,1.7,0.3
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2011","2011",Suppressed,1366858,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2012","2012",Suppressed,1392267,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2013","2013",15,1419987,Unreliable,0.6,1.7,0.3
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2014","2014",11,1437199,Unreliable,0.4,1.4,0.2
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2015","2015",Suppressed,1452144,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2016","2016",10,1458322,Unreliable,0.3,1.3,0.2
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2017","2017",11,1472268,Unreliable,0.4,1.3,0.2
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2018","2018",10,1477503,Unreliable,0.3,1.2,0.2
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2019","2019",13,1479104,Unreliable,0.5,1.5,0.2
,"85+ years","85+","Census Region 2: Midwest","CENS-R2","2020","2020",16,1474440,Unreliable,0.6,1.8,0.3
,"85+ years","85+","Census Region 3: South","CENS-R3","1999","1999",Suppressed,1402742,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 3: South","CENS-R3","2000","2000",Suppressed,1430546,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 3: South","CENS-R3","2001","2001",Suppressed,1441612,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 3: South","CENS-R3","2002","2002",13,1450775,Unreliable,0.5,1.5,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2003","2003",13,1472687,Unreliable,0.5,1.5,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2004","2004",Suppressed,1496965,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 3: South","CENS-R3","2005","2005",10,1546772,Unreliable,0.3,1.2,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2006","2006",12,1603439,Unreliable,0.4,1.3,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2007","2007",16,1660962,Unreliable,0.6,1.6,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2008","2008",11,1715428,Unreliable,0.3,1.1,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2009","2009",20,1776616,1.1,0.7,1.7,0.3
,"85+ years","85+","Census Region 3: South","CENS-R3","2010","2010",18,1821982,Unreliable,0.6,1.6,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2011","2011",20,1915754,1.0,0.6,1.6,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2012","2012",15,1978340,Unreliable,0.4,1.3,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2013","2013",20,2046887,1.0,0.6,1.5,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2014","2014",19,2101295,Unreliable,0.5,1.4,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2015","2015",16,2161291,Unreliable,0.4,1.2,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2016","2016",13,2210123,Unreliable,0.3,1.0,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2017","2017",22,2244682,1.0,0.6,1.5,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2018","2018",18,2291609,Unreliable,0.5,1.2,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2019","2019",23,2331906,1.0,0.6,1.5,0.2
,"85+ years","85+","Census Region 3: South","CENS-R3","2020","2020",22,2376630,0.9,0.6,1.4,0.2
,"85+ years","85+","Census Region 4: West","CENS-R4","1999","1999",Suppressed,783624,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 4: West","CENS-R4","2000","2000",Suppressed,806287,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 4: West","CENS-R4","2001","2001",Suppressed,831644,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 4: West","CENS-R4","2002","2002",12,850226,Unreliable,0.7,2.5,0.4
,"85+ years","85+","Census Region 4: West","CENS-R4","2003","2003",12,878987,Unreliable,0.7,2.4,0.4
,"85+ years","85+","Census Region 4: West","CENS-R4","2004","2004",Suppressed,902169,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Census Region 4: West","CENS-R4","2005","2005",23,942932,2.4,1.5,3.7,0.5
,"85+ years","85+","Census Region 4: West","CENS-R4","2006","2006",12,985676,Unreliable,0.6,2.1,0.4
,"85+ years","85+","Census Region 4: West","CENS-R4","2007","2007",18,1031446,Unreliable,1.0,2.8,0.4
,"85+ years","85+","Census Region 4: West","CENS-R4","2008","2008",16,1073357,Unreliable,0.9,2.4,0.4
,"85+ years","85+","Census Region 4: West","CENS-R4","2009","2009",12,1119626,Unreliable,0.6,1.9,0.3
,"85+ years","85+","Census Region 4: West","CENS-R4","2010","2010",31,1151109,2.7,1.8,3.8,0.5
,"85+ years","85+","Census Region 4: West","CENS-R4","2011","2011",19,1214402,Unreliable,0.9,2.4,0.4
,"85+ years","85+","Census Region 4: West","CENS-R4","2012","2012",20,1251933,1.6,1.0,2.5,0.4
,"85+ years","85+","Census Region 4: West","CENS-R4","2013","2013",18,1281935,Unreliable,0.8,2.2,0.3
,"85+ years","85+","Census Region 4: West","CENS-R4","2014","2014",27,1319375,2.0,1.3,3.0,0.4
,"85+ years","85+","Census Region 4: West","CENS-R4","2015","2015",28,1356979,2.1,1.4,3.0,0.4
,"85+ years","85+","Census Region 4: West","CENS-R4","2016","2016",20,1387309,1.4,0.9,2.2,0.3
,"85+ years","85+","Census Region 4: West","CENS-R4","2017","2017",27,1397829,1.9,1.3,2.8,0.4
,"85+ years","85+","Census Region 4: West","CENS-R4","2018","2018",22,1424633,1.5,1.0,2.3,0.3
,"85+ years","85+","Census Region 4: West","CENS-R4","2019","2019",24,1441888,1.7,1.1,2.5,0.3
,"85+ years","85+","Census Region 4: West","CENS-R4","2020","2020",30,1462359,2.1,1.4,2.9,0.4
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","1999","1999",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2000","2000",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2001","2001",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2002","2002",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2003","2003",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2004","2004",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2005","2005",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2006","2006",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2007","2007",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2008","2008",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2009","2009",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2010","2010",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2011","2011",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2012","2012",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2013","2013",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2014","2014",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2015","2015",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2016","2016",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2017","2017",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2018","2018",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2019","2019",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2020","2020",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","1999","1999",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2000","2000",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2001","2001",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2002","2002",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2003","2003",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2004","2004",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2005","2005",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2006","2006",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2007","2007",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2008","2008",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2009","2009",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2010","2010",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2011","2011",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2012","2012",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2013","2013",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2014","2014",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2015","2015",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2016","2016",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2017","2017",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2018","2018",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2019","2019",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2020","2020",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","1999","1999",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2000","2000",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2001","2001",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2002","2002",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2003","2003",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2004","2004",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2005","2005",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2006","2006",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2007","2007",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2008","2008",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2009","2009",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2010","2010",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2011","2011",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2012","2012",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2013","2013",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2014","2014",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2015","2015",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2016","2016",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2017","2017",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2018","2018",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2019","2019",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 3: South","CENS-R3","2020","2020",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","1999","1999",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2000","2000",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2001","2001",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2002","2002",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2003","2003",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2004","2004",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2005","2005",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2006","2006",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2007","2007",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2008","2008",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2009","2009",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2010","2010",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2011","2011",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2012","2012",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2013","2013",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2014","2014",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2015","2015",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2016","2016",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2017","2017",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2018","2018",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2019","2019",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 4: West","CENS-R4","2020","2020",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"Title: Ten-Year-Region"
"MCD - ICD-10 Codes: T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone); T40.4 (Other synthetic narcotics);"
"T40.6 (Other and unspecified narcotics)"
"UCD - ICD-10 Codes: X40 (Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics); X41"
"(Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not"
"elsewhere classified); X42 (Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not"
"elsewhere classified); X43 (Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system); X44"
"(Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances); X60 (Intentional"
"self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics); X61 (Intentional self-poisoning by and"
"exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified); X62"
"(Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified); X63"
"(Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system); X64 (Intentional"
"self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances); X85 (Assault by drugs,"
"medicaments and biological substances); Y10 (Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics,"
"undetermined intent); Y11 (Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic"
"drugs, not elsewhere classified, undetermined intent); Y12 (Poisoning by and exposure to narcotics and psychodysleptics"
"[hallucinogens], not elsewhere classified, undetermined intent); Y13 (Poisoning by and exposure to other drugs acting on the"
"autonomic nervous system, undetermined intent); Y14 (Poisoning by and exposure to other and unspecified drugs, medicaments and"
"biological substances, undetermined intent)"
"Group By: Ten-Year Age Groups; Census Region; Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Nov 7, 2025 10:54:57 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Nov 7, 2025 10:54:57 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies."
"5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"7. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"8. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Confidence-Intervals."
"9. The method used to calculate standard errors is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Standard-Errors."
"10. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1"
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures"
"for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1"
"resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012."
"Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of"
"July 1 estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"11. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
"12. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."
