"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Census Region","Census Region Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"5-9 years","5-9","Census Region 2: Midwest","CENS-R2","2009","2009",Suppressed,4427663,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 2: Midwest","CENS-R2","2010","2010",Suppressed,4432143,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 2: Midwest","CENS-R2","2011","2011",0,4394702,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 2: Midwest","CENS-R2","2012","2012",Suppressed,4405293,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 2: Midwest","CENS-R2","2013","2013",0,4405322,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 2: Midwest","CENS-R2","2014","2014",Suppressed,4366505,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 2: Midwest","CENS-R2","2015","2015",0,4336782,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 2: Midwest","CENS-R2","2016","2016",Suppressed,4294803,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 2: Midwest","CENS-R2","2017","2017",Suppressed,4259403,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 2: Midwest","CENS-R2","2018","2018",Suppressed,4233228,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 2: Midwest","CENS-R2","2019","2019",Suppressed,4225813,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 2: Midwest","CENS-R2","2020","2020",Suppressed,4220620,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","1999","1999",Suppressed,7210186,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2000","2000",Suppressed,7213897,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2001","2001",Suppressed,7103885,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2002","2002",Suppressed,7036264,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2003","2003",Suppressed,6994000,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2004","2004",Suppressed,6993984,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2005","2005",Suppressed,7052924,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2006","2006",Suppressed,7196964,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2007","2007",Suppressed,7338081,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2008","2008",Suppressed,7460684,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2009","2009",0,7586909,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2010","2010",Suppressed,7674359,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2011","2011",Suppressed,7701425,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2012","2012",Suppressed,7785239,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2013","2013",Suppressed,7855108,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2014","2014",0,7880472,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2015","2015",Suppressed,7901277,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2016","2016",Suppressed,7902031,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2017","2017",0,7871236,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2018","2018",Suppressed,7847981,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2019","2019",Suppressed,7870379,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 3: South","CENS-R3","2020","2020",Suppressed,7924591,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 4: West","CENS-R4","1999","1999",0,4912605,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2000","2000",0,4903683,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2001","2001",0,4824405,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2002","2002",0,4746623,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2003","2003",0,4675196,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2004","2004",0,4622832,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2005","2005",Suppressed,4588523,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2006","2006",Suppressed,4622600,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2007","2007",Suppressed,4660473,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2008","2008",Suppressed,4738756,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2009","2009",Suppressed,4831666,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2010","2010",Suppressed,4904591,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2011","2011",Suppressed,4929957,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2012","2012",0,4978640,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2013","2013",0,5023161,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2014","2014",0,5021489,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2015","2015",Suppressed,5019003,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2016","2016",Suppressed,5009732,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2017","2017",Suppressed,4973750,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2018","2018",0,4946842,Unreliable,0.0,0.0,0.0
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2019","2019",Suppressed,4938154,Suppressed,Suppressed,Suppressed,Suppressed
,"5-9 years","5-9","Census Region 4: West","CENS-R4","2020","2020",Suppressed,4936690,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","1999","1999",0,3691760,Unreliable,0.0,0.0,0.0
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2000","2000",Suppressed,3761967,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2001","2001",Suppressed,3838297,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2002","2002",0,3874819,Unreliable,0.0,0.0,0.0
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2003","2003",Suppressed,3880083,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2004","2004",Suppressed,3844698,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2005","2005",Suppressed,3768398,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2006","2006",Suppressed,3698811,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2007","2007",Suppressed,3628457,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2008","2008",Suppressed,3567772,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2009","2009",Suppressed,3525953,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2010","2010",Suppressed,3500914,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2011","2011",Suppressed,3464045,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2012","2012",Suppressed,3434719,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2013","2013",Suppressed,3409972,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2014","2014",Suppressed,3394480,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2015","2015",Suppressed,3356989,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2016","2016",Suppressed,3331057,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2017","2017",Suppressed,3315781,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2018","2018",Suppressed,3280687,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2019","2019",Suppressed,3237262,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 1: Northeast","CENS-R1","2020","2020",Suppressed,3209481,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","1999","1999",Suppressed,4733910,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2000","2000",Suppressed,4763911,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2001","2001",0,4818266,Unreliable,0.0,0.0,0.0
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2002","2002",Suppressed,4846948,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2003","2003",Suppressed,4848449,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2004","2004",Suppressed,4821572,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2005","2005",Suppressed,4748777,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2006","2006",Suppressed,4687407,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2007","2007",10,4619051,Unreliable,0.1,0.4,0.1
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2008","2008",Suppressed,4569717,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2009","2009",Suppressed,4538207,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2010","2010",Suppressed,4522972,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2011","2011",Suppressed,4507081,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2012","2012",Suppressed,4484701,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2013","2013",Suppressed,4467854,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2014","2014",Suppressed,4454907,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2015","2015",Suppressed,4419409,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2016","2016",Suppressed,4395566,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2017","2017",10,4404540,Unreliable,0.1,0.4,0.1
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2018","2018",Suppressed,4407909,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2019","2019",Suppressed,4374263,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 2: Midwest","CENS-R2","2020","2020",Suppressed,4352049,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 3: South","CENS-R3","1999","1999",Suppressed,7125422,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2000","2000",Suppressed,7233891,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2001","2001",11,7407542,Unreliable,0.1,0.3,0.0
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2002","2002",11,7524444,Unreliable,0.1,0.3,0.0
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2003","2003",Suppressed,7609983,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2004","2004",10,7643233,Unreliable,0.1,0.2,0.0
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2005","2005",Suppressed,7620166,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2006","2006",11,7604707,Unreliable,0.1,0.3,0.0
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2007","2007",Suppressed,7596816,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2008","2008",12,7604673,Unreliable,0.1,0.3,0.0
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2009","2009",10,7645505,Unreliable,0.1,0.2,0.0
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2010","2010",13,7701070,Unreliable,0.1,0.3,0.0
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2011","2011",Suppressed,7781586,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2012","2012",10,7819021,Unreliable,0.1,0.2,0.0
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2013","2013",Suppressed,7840224,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2014","2014",Suppressed,7877271,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2015","2015",Suppressed,7893787,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2016","2016",13,7922457,Unreliable,0.1,0.3,0.0
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2017","2017",10,8029126,Unreliable,0.1,0.2,0.0
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2018","2018",Suppressed,8118247,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2019","2019",Suppressed,8128166,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 3: South","CENS-R3","2020","2020",11,8152208,Unreliable,0.1,0.2,0.0
,"10-14 years","10-14","Census Region 4: West","CENS-R4","1999","1999",Suppressed,4662272,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2000","2000",Suppressed,4768303,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2001","2001",Suppressed,4914573,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2002","2002",Suppressed,5015210,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2003","2003",Suppressed,5076838,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2004","2004",Suppressed,5102177,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2005","2005",Suppressed,5075238,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2006","2006",Suppressed,5042213,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2007","2007",12,4996718,Unreliable,0.1,0.4,0.1
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2008","2008",11,4964493,Unreliable,0.1,0.4,0.1
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2009","2009",Suppressed,4950899,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2010","2010",13,4952238,Unreliable,0.1,0.4,0.1
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2011","2011",Suppressed,4952140,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2012","2012",Suppressed,4930777,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2013","2013",Suppressed,4932404,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2014","2014",Suppressed,4944848,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2015","2015",Suppressed,4952145,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2016","2016",Suppressed,4969153,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2017","2017",Suppressed,5029007,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2018","2018",Suppressed,5072684,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2019","2019",Suppressed,5058577,Suppressed,Suppressed,Suppressed,Suppressed
,"10-14 years","10-14","Census Region 4: West","CENS-R4","2020","2020",26,5040685,0.5,0.3,0.8,0.1
,"15-19 years","15-19","Census Region 1: Northeast","CENS-R1","1999","1999",51,3560810,1.4,1.1,1.9,0.2
,"15-19 years","15-19","Census Region 1: Northeast","CENS-R1","2000","2000",38,3593498,1.1,0.7,1.5,0.2
,"15-19 years","15-19","Census Region 1: Northeast","CENS-R1","2001","2001",58,3650229,1.6,1.2,2.1,0.2
,"15-19 years","15-19","Census Region 1: Northeast","CENS-R1","2002","2002",67,3704121,1.8,1.4,2.3,0.2
,"15-19 years","15-19","Census Region 1: Northeast","CENS-R1","2003","2003",73,3754330,1.9,1.5,2.4,0.2
,"15-19 years","15-19","Census Region 1: Northeast","CENS-R1","2004","2004",72,3814790,1.9,1.5,2.4,0.2
,"15-19 years","15-19","Census Region 1: Northeast","CENS-R1","2005","2005",71,3886343,1.8,1.4,2.3,0.2
,"15-19 years","15-19","Census Region 1: Northeast","CENS-R1","2006","2006",76,3933248,1.9,1.5,2.4,0.2
